,N,P,K,temperature,humidity,ph,rainfall,label
1187,22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
1188,22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
1189,28,23,28,30.01821337,50.09831810000001,5.676032581,96.08745082,mango
1190,7,31,27,31.32863689,47.59319575,6.524114355,94.67344737,mango
1191,29,34,26,33.88004781,54.39416048,6.2739536760000005,89.29147581,mango
1192,8,37,33,28.07802689,54.9640534,6.128167757000001,97.45373619,mango
1193,39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
1194,40,24,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
1195,19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
1196,21,21,30,27.69819273,51.41593238,5.403908327999999,100.7720705,mango
1197,22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
1198,31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
1199,18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
