,N,P,K,temperature,humidity,ph,rainfall,label
580,20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans
581,34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans
582,19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans
583,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
584,20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
585,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans
586,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans
587,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans
588,9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans
589,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
590,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans
591,14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans
592,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans
593,18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans
594,35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans
595,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans
596,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans
597,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans
598,2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
599,16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
