,N,P,K,temperature,humidity,ph,rainfall,label
828,15,77,20,25.13163619,66.92642362,7.399749291,49.04015558,lentil
829,0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
830,30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
831,3,63,16,24.38041875,61.18458224,6.868881707999999,53.13946695,lentil
832,2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
833,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil
834,14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
835,39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil
836,19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
837,18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
838,31,58,15,28.31886863,60.19461399,6.167855382000001,45.36521251,lentil
839,28,58,25,27.4818649,62.04814951,6.861640036,37.81123974,lentil
840,5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil
841,16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
842,34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
843,14,69,19,20.95628486,63.68128841,7.239455147,52.39881209,lentil
844,22,55,16,23.7937153,68.03209183,6.516317561,49.73922097,lentil
845,24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
846,2,79,15,21.53577883,65.47227704,7.505283615,35.75107592,lentil
847,26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil
848,27,61,15,25.2653291,67.10004577,6.958054839,48.33941188,lentil
849,24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil
850,13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
851,6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
852,12,58,23,21.74600081,63.39503184,6.765091462000001,50.43306085,lentil
853,32,79,22,27.60195453,63.46170674,5.91645379,54.37814199,lentil
854,6,68,18,24.388717,62.50453062,6.711341147000001,47.26052494,lentil
855,10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil
856,38,77,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil
857,17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil
858,26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
859,23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
860,32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
861,19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil
862,22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
863,28,69,16,29.77013109,66.29327012,6.547361617999999,35.69674138,lentil
864,1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
865,12,67,23,25.62896213,63.14909763,6.585020302999999,45.49683991,lentil
866,36,67,20,20.39078312,60.47528931,6.924042372000001,53.31508572,lentil
867,28,70,21,25.39038396,60.4989659,7.437373666,39.18374505,lentil
868,12,71,19,24.91079638,60.71367427,7.142611056000002,42.19740397,lentil
869,22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
870,26,66,22,18.06486101,65.1034354,6.300479414,51.54922825,lentil
871,16,65,16,18.13027797,62.45851612,6.078724107,50.6128521,lentil
872,14,59,22,23.82723528,67.89815262,6.76660668,46.90725077,lentil
873,33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil
874,21,63,17,25.08966129,68.17543102,6.559681838,41.45486619,lentil
875,0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
876,10,75,17,18.43966037,68.05394959,7.732194787999999,39.00992137,lentil
877,30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
878,0,74,17,23.33375853,64.50515776,7.240988401,47.01510708,lentil
879,35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil
880,7,63,24,19.55750776,64.45268309,6.818681086000002,53.04669416,lentil
881,9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil
882,14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil
883,14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
884,36,65,16,25.71269843,64.1123333,7.692013657,50.17067771,lentil
885,28,67,21,21.79792649,63.73086065,6.250994222999999,46.62370222,lentil
886,28,79,16,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
887,40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
888,10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
889,12,80,19,21.91041045,65.21662467,5.962001484,36.10211371,lentil
890,37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
891,0,67,22,29.82112112,69.4073209,6.5937983870000005,51.56461082,lentil
892,7,73,25,27.52185591,63.13215259,7.28805662,45.20841071,lentil
893,10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil
894,39,70,15,20.76774783,63.90164154,6.366355781,47.9271552,lentil
895,26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
896,9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
897,4,59,19,26.25070298,67.62779652,7.621494566,40.8106299,lentil
898,34,73,15,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil
899,33,77,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
