,N,P,K,temperature,humidity,ph,rainfall,label
2181,101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee
2182,103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee
2183,93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
2184,104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee
2185,116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee
2186,107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee
2187,101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee
2188,107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee
2189,99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
2190,103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee
2191,118,31,34,27.54823036,62.88179198,6.123796057000001,181.4170812,coffee
2192,106,21,35,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee
2193,116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee
2194,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
2195,107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee
2196,99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
2197,118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee
2198,117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
2199,104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee
